2
100
-0.48112522432468813709095731708496	1
0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
-0.71277811011064909198660343271847e-2	0.64814814814814814814814814814815e-1	-0.48112522432468813709095731708496	1
-0.89097263763831136498325429089808e-3	0.64814814814814814814814814814815e-1	-0.38490017945975050967276585366797	1
